Date,Location,18-24,25-44,45-64,65+,U18,Female,Male,Transgender,DNot SpecifiedA,DSH,DSH ,SA Only,SA/DSH,SI Only,SI/DSH,SI/SA,SI/SA/DSH,Crime,Recorded Crimes,Month,Unemploy.Gender,Unemploy.u25,Unemploy.25+,Unemploy.allages,Gender,Age,Category,Rate
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Driving/in charge of a vehicle under the influence of drugs,265,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Endangerment with potential for serious harm/death,73,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Abandoning a child child neglect and cruelty,248,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Unseaworthy/dangerous use of boat or ship,1,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, False alarm/interference with aircraft or air transport facilities,5,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Endangering traffic offences,146,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, KidNot Specifiedpping and related offences,124,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, False imprisonment,60,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Abduction of person under  years of age,33,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Human trafficking offences,31,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Robbery extortion and hijacking offences,2650,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Robbery of an establishment or institution,848,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Robbery of cash or goods in transit,26,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Robbery from the person,1656,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Blackmail or extortion,22,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Carjacking hijacking/unlawful seizure of aircraft/vessel,98,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Burglary and related offences,27682,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Aggravated burglary,315,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Burglary (not aggravated),26724,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Possession of an article (with intent to burgle steal demand),643,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Theft and related offences,77620,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Theft/taking of vehicle and related offences,7765,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Theft from person,5464,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Theft from shop,20876,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Other thefts handling stolen property,43515,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Fraud deception and related offences,5162,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Controlled drug offences,15863,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Importation of drugs,29,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Cultivation or manufacture of drugs,345,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Possession of drugs for sale or supply,3563,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Possession of drugs for persoNot Specifiedl use,11247,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Other drug offences,679,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Weapons and Explosives Offences,2472,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Explosives chemical weapons offences,50,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Discharging a firearm,134,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Possession of a firearm,198,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Offensive weapons offences (n.e.c.),1977,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Fireworks offences,113,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Damage to property and to the environment,27337,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Arson,1723,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, CrimiNot Specifiedl damage (not arson),25366,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Litter offences,248,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Public order and other social code offences,32620,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Disorderly conduct,26807,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Trespass offences,2816,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Liquor licensing offences,1272,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Prostitution offences,129,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Regulated betting/money collection/trading offences,292,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Social code offences (n.e.c.),1304,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Offences against government justice procedures and organisation of crime,9762,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Offences against government and its agents,325,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Organisation of crime and conspiracy to commit crime,4,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Perverting the course of justice,55,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Kerry,25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9, Offences while in custody breach of court orders,9378,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Homicide offences,105,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Murder,52,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Manslaughter,7,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Infanticide,0,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Dangerous driving leading to death,46,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Sexual offences,1969,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Rape of a male or female,480,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Defilement of a boy or girl less than  years old,126,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Sexual offence involving mentally impaired person,12,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Aggravated sexual assault,5,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Sexual assault (not aggravated),1241,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Other sexual offences,105,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Attempts/threats to murder assaults harassments and related offences,15155,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Murder-attempt,15,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Murder-threat,415,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Harassment and related offences,1495,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Assault causing harm poisoning,3162,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Other assault,10068,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Dangerous or negligent acts,7232,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Dangerous driving causing serious bodily harm,13,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Driving/in charge of a vehicle while over legal alcohol limit,6481,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Driving/in charge of a vehicle under the influence of drugs,265,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Endangerment with potential for serious harm/death,73,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Abandoning a child child neglect and cruelty,248,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Unseaworthy/dangerous use of boat or ship,1,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, False alarm/interference with aircraft or air transport facilities,5,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Endangering traffic offences,146,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, KidNot Specifiedpping and related offences,124,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, False imprisonment,60,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Abduction of person under  years of age,33,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Human trafficking offences,31,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Robbery extortion and hijacking offences,2650,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Robbery of an establishment or institution,848,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Robbery of cash or goods in transit,26,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Robbery from the person,1656,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Blackmail or extortion,22,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Carjacking hijacking/unlawful seizure of aircraft/vessel,98,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Burglary and related offences,27682,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Aggravated burglary,315,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Burglary (not aggravated),26724,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Possession of an article (with intent to burgle steal demand),643,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Theft and related offences,77620,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Theft/taking of vehicle and related offences,7765,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Theft from person,5464,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Theft from shop,20876,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Other thefts handling stolen property,43515,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Fraud deception and related offences,5162,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Controlled drug offences,15863,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Importation of drugs,29,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Cultivation or manufacture of drugs,345,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Possession of drugs for sale or supply,3563,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Possession of drugs for persoNot Specifiedl use,11247,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Other drug offences,679,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Weapons and Explosives Offences,2472,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Explosives chemical weapons offences,50,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Discharging a firearm,134,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Possession of a firearm,198,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Offensive weapons offences (n.e.c.),1977,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Fireworks offences,113,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Damage to property and to the environment,27337,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Arson,1723,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, CrimiNot Specifiedl damage (not arson),25366,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Litter offences,248,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Public order and other social code offences,32620,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Disorderly conduct,26807,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Trespass offences,2816,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Liquor licensing offences,1272,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Prostitution offences,129,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Regulated betting/money collection/trading offences,292,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Social code offences (n.e.c.),1304,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Offences against government justice procedures and organisation of crime,9762,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Offences against government and its agents,325,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Organisation of crime and conspiracy to commit crime,4,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Perverting the course of justice,55,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Limerick,109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47, Offences while in custody breach of court orders,9378,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Homicide offences,105,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Murder,52,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Manslaughter,7,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Infanticide,0,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Dangerous driving leading to death,46,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Sexual offences,1969,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Rape of a male or female,480,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Defilement of a boy or girl less than  years old,126,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Sexual offence involving mentally impaired person,12,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Aggravated sexual assault,5,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Sexual assault (not aggravated),1241,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Other sexual offences,105,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Attempts/threats to murder assaults harassments and related offences,15155,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Murder-attempt,15,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Murder-threat,415,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Harassment and related offences,1495,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Assault causing harm poisoning,3162,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Other assault,10068,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Dangerous or negligent acts,7232,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Dangerous driving causing serious bodily harm,13,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Driving/in charge of a vehicle while over legal alcohol limit,6481,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Driving/in charge of a vehicle under the influence of drugs,265,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Endangerment with potential for serious harm/death,73,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Abandoning a child child neglect and cruelty,248,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Unseaworthy/dangerous use of boat or ship,1,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, False alarm/interference with aircraft or air transport facilities,5,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, Endangering traffic offences,146,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
2014,Lucan,388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162, KidNot Specifiedpping and related offences,124,0,0,0,0,0,Not Specified ,Not Specified,Not Specified,0
